247,2,282,1,0,1
248,2,288,1,0,0
249,2,294,1,1,1
250,2,300,0,1,1
251,2,306,0,1,0
252,2,312,0,1,0
253,2,318,1,0,0
254,2,324,0,1,0
255,2,330,1,0,0
256,2,336,0,0,0
257,2,342,1,0,1
258,2,348,1,1,0
259,2,354,0,0,0
260,2,360,0,1,1
261,2,366,1,0,1
262,2,372,0,0,1
263,2,378,1,0,0
264,2,384,0,1,0
265,2,390,0,0,1
266,2,396,1,1,1
267,2,402,1,1,0
268,2,408,0,1,0
269,2,414,1,1,0
270,2,420,1,1,0
271,2,426,1,0,0
272,2,432,0,0,1
273,2,438,0,0,0
274,2,444,0,1,1
275,2,450,0,1,0
276,2,456,1,0,1
277,2,462,0,1,1
278,2,468,1,0,1
279,2,474,0,1,1
280,2,480,0,0,0
281,2,486,0,1,1
282,2,492,0,0,0
283,2,498,0,1,0
284,2,504,1,0,1
285,2,510,1,1,0
286,2,516,0,0,0
287,2,522,0,1,1
288,2,528,1,0,0
289,2,534,1,1,1
290,2,540,0,1,1
291,2,546,0,0,1
292,2,552,1,1,0
293,2,558,1,1,1
294,2,564,1,1,0
295,2,570,0,1,1
296,2,576,1,1,0
297,2,582,1,1,1
298,2,588,0,0,1
299,2,594,1,1,0
300,2,600,0,1,0
301,2,606,0,0,0
302,2,612,0,1,0
303,2,618,1,0,1
304,2,624,1,1,1
305,2,630,1,0,1
306,2,636,0,0,0
307,2,642,1,0,0
308,2,648,0,1,1
309,2,654,0,0,0
310,2,660,0,1,0
311,2,666,0,0,0
312,2,672,0,0,1
313,2,678,0,1,1
314,2,684,0,0,0
315,2,690,1,0,0
316,2,696,1,1,1
317,2,702,1,0,0
318,2,708,0,1,1
319,2,714,1,1,0
320,2,720,1,1,0
321,2,726,1,1,1
322,2,732,1,0,0
323,2,738,0,0,1
324,2,744,1,0,0
325,2,750,1,1,1
326,2,756,0,0,0
327,2,762,1,0,0
328,2,768,1,0,0
329,2,774,1,1,1
330,2,780,0,0,1
331,2,786,1,0,0
332,2,792,1,0,1
333,2,798,1,0,0
334,2,804,0,0,0
335,2,810,0,1,1
336,2,816,0,1,0
337,2,822,1,1,0
338,2,828,0,1,0
339,2,834,1,1,1
340,2,840,1,0,0
341,2,846,1,0,1
342,2,852,0,1,0
343,2,858,0,1,1
344,2,864,0,1,1
345,2,870,1,1,1
346,2,876,1,0,1
347,2,882,1,0,0
348,2,888,1,1,1
349,2,894,1,0,1
350,2,900,1,0,1
351,2,906,0,1,1
352,2,912,0,1,0
353,2,918,0,1,0
354,2,924,0,0,0
355,2,930,1,1,0
356,2,936,1,0,1
357,2,942,1,1,0
358,2,948,1,0,1
359,2,954,0,0,0
360,2,960,0,0,0
361,2,966,0,0,1
362,2,972,0,0,1
363,2,978,0,1,1
364,2,984,0,1,0
365,2,990,0,0,1
366,2,996,1,0,1
367,2,1002,1,1,1
368,2,1008,0,0,1
369,2,1014,1,0,0
370,2,1020,0,1,1
371,2,1026,1,0,1
372,2,1032,0,0,1
373,2,1038,0,1,1
374,2,1044,0,0,0
375,2,1050,0,1,0
376,2,1056,1,1,0
377,2,1062,1,0,0
378,2,1068,1,0,1
379,2,1074,0,1,1
380,2,1080,0,0,0
381,2,1086,1,1,1
382,2,1092,0,0,1
383,2,1098,1,0,1
384,2,1104,1,1,1
385,2,1110,0,1,0
386,2,1116,1,0,1
387,2,1122,1,0,0
388,2,1128,0,0,1
389,2,1134,0,1,0
390,2,1140,0,1,1
391,2,1146,0,0,1
392,2,1152,1,1,0
393,2,1158,0,0,0
394,2,1164,0,0,1
395,2,1170,0,0,0
396,2,1176,1,0,0
397,2,1182,0,1,0
398,2,1188,1,0,1
399,2,1194,0,0,0
400,2,1200,1,0,0
401,3,6,1,0,1
402,3,12,0,1,1
403,3,18,1,1,1
404,3,24,0,0,0
405,3,30,1,1,0
406,3,36,0,0,1
407,3,42,0,1,1
408,3,48,1,1,1
409,3,54,0,1,1
410,3,60,1,1,1
411,3,66,0,1,1
412,3,72,1,0,0
413,3,78,1,0,0
414,3,84,1,1,0
415,3,90,1,1,1
416,3,96,0,1,0
417,3,102,0,1,0
418,3,108,0,0,0
419,3,114,0,1,1
420,3,120,0,0,1
421,3,126,0,0,0
422,3,132,1,1,1
423,3,138,1,0,0
424,3,144,1,1,1
425,3,150,1,1,0
426,3,156,0,1,1
427,3,162,0,0,1
428,3,168,1,1,0
429,3,174,0,1,1
430,3,180,1,1,1
431,3,186,0,1,0
432,3,192,1,0,1
433,3,198,0,0,0
434,3,204,1,0,0
435,3,210,1,1,1
436,3,216,1,0,1
437,3,222,1,0,1
438,3,228,0,1,0
439,3,234,0,0,1
440,3,240,0,0,1
441,3,246,0,0,0
442,3,252,0,0,0
443,3,258,0,1,1
444,3,264,1,0,0
445,3,270,1,1,1
446,3,276,1,1,0
447,3,282,0,0,1
448,3,288,0,1,1
449,3,294,0,0,0
450,3,300,1,0,1
451,3,306,1,1,1
452,3,312,1,1,0
453,3,318,1,1,1
454,3,324,1,1,0
455,3,330,0,0,1
456,3,336,1,0,0
457,3,342,1,1,1
458,3,348,0,1,1
459,3,354,1,1,0
460,3,360,1,1,1
461,3,366,1,0,0
462,3,372,0,1,1
463,3,378,1,1,0
464,3,384,0,1,1
465,3,390,0,0,1
466,3,396,0,0,0
467,3,402,0,0,1
468,3,408,1,0,1
469,3,414,0,0,1
470,3,420,0,0,1
471,3,426,0,1,1
472,3,432,1,0,1
473,3,438,1,1,0
474,3,444,0,0,1
475,3,450,0,0,0
476,3,456,1,0,1
477,3,462,0,0,1
478,3,468,0,0,0
479,3,474,1,0,1
480,3,480,1,1,1
481,3,486,0,0,1
482,3,492,1,0,0
483,3,498,0,1,1
484,3,504,0,1,0
485,3,510,0,0,1
486,3,516,1,0,0
487,3,522,0,1,0
488,3,528,1,1,1
489,3,534,1,1,1
490,3,540,1,1,0
491,3,546,1,0,0
492,3,552,0,0,1
493,3,558,0,1,1
494,3,564,0,0,0
495,3,570,0,1,1
496,3,576,1,1,1
497,3,582,0,0,1
498,3,588,0,0,0
499,3,594,0,1,0
500,3,600,0,0,0
501,3,606,0,1,1
502,3,612,1,0,1
503,3,618,1,0,0
504,3,624,1,1,0
505,3,630,0,1,0
506,3,636,1,0,1
507,3,642,1,0,0
508,3,648,0,0,0
509,3,654,0,1,1
510,3,660,0,0,1
511,3,666,1,1,1
512,3,672,1,1,1
513,3,678,1,0,1
514,3,684,0,0,0
515,3,690,0,0,0
516,3,696,1,1,1
517,3,702,1,1,0
518,3,708,0,1,1
519,3,714,0,0,0
520,3,720,0,0,0
521,3,726,0,1,1
522,3,732,1,1,0
523,3,738,1,0,1
524,3,744,1,1,1
525,3,750,1,1,1
526,3,756,1,0,0
527,3,762,0,0,0
528,3,768,1,0,0
529,3,774,1,1,0
530,3,780,1,0,1
531,3,786,1,0,1
532,3,792,0,0,1
533,3,798,0,0,0
534,3,804,1,0,0
535,3,810,1,1,1
536,3,816,0,1,0
537,3,822,0,1,1
538,3,828,1,0,1
539,3,834,1,1,1
540,3,840,0,0,0
541,3,846,0,0,0
542,3,852,0,1,0
543,3,858,1,1,0
544,3,864,1,0,1
545,3,870,1,1,1
546,3,876,0,0,1
547,3,882,1,0,1
548,3,888,1,1,1
549,3,894,1,1,0
550,3,900,0,1,0
551,3,906,0,0,1
552,3,912,0,1,0
553,3,918,0,0,0
554,3,924,1,0,0
555,3,930,1,1,0
556,3,936,0,0,1
557,3,942,1,1,1
558,3,948,0,1,1
559,3,954,0,0,1
560,3,960,1,0,1
561,3,966,0,1,1
562,3,972,0,1,1
563,3,978,0,0,1
564,3,984,0,0,1
565,3,990,0,0,1
566,3,996,1,0,1
567,3,1002,1,1,1
568,3,1008,1,1,1
569,3,1014,0,0,1
570,3,1020,1,1,0
571,3,1026,0,1,1
572,3,1032,0,0,0
573,3,1038,1,0,1
574,3,1044,1,1,0
575,3,1050,1,0,0
576,3,1056,1,0,0
577,3,1062,1,1,0
578,3,1068,0,0,0
579,3,1074,1,0,1
580,3,1080,0,0,0
581,3,1086,1,0,1
582,3,1092,1,1,1
583,3,1098,0,0,1
584,3,1104,1,1,1
585,3,1110,0,1,1
586,3,1116,0,0,0
587,3,1122,1,1,1
588,3,1128,1,0,1
589,3,1134,1,0,1
590,3,1140,1,0,1
591,3,1146,1,0,0
592,3,1152,0,0,1
593,3,1158,1,1,0
594,3,1164,0,0,1
595,3,1170,0,0,0
596,3,1176,1,1,1
597,3,1182,0,1,0
598,3,1188,0,1,0
599,3,1194,1,1,0
600,3,1200,1,1,0
